listing name,room,confirmation,status,check in,check out,total payout
Discard: Franz,Discard: Franz,HMXKJFRBFE,Past guest,"Oct 2, 2020","Oct 6, 2020",699.72
Discard: Anna,Discard: Anna,HMZZNMQC3J,Past guest,"Oct 2, 2020","Oct 5, 2020",528.65
Discard: Elsa,Discard: Elsa,HM9BHTX9XH,Past guest,"Oct 2, 2020","Oct 5, 2020",528.65
Discard: Franz,Discard: Franz,HM5W5JZQFJ,Past guest,"Sep 25, 2020","Sep 28, 2020",506.94
Discard: Elsa,Discard: Elsa,HMSRFQD3CN,Past guest,"Sep 25, 2020","Sep 27, 2020",348.80
Discard: Anna,Discard: Anna,HMSANCTBDE,Past guest,"Sep 25, 2020","Sep 27, 2020",348.80
Discard: Heidi,Discard: Heidi,HM2QQQXTF3,Past guest,"Sep 18, 2020","Sep 21, 2020",495.95
Discard: Anna,Discard: Anna,HMF2RSP3ME,Past guest,"Sep 18, 2020","Sep 20, 2020",348.80
Discard: Elsa,Discard: Elsa,HM2HTDDN3S,Past guest,"Sep 17, 2020","Sep 20, 2020",495.95
Discard: Elsa,Discard: Elsa,HMHKAJWQYW,Past guest,"Sep 12, 2020","Sep 14, 2020",327.00
Discard: Hansel,Discard: Hansel,HM3MY942TD,Past guest,"Sep 4, 2020","Sep 7, 2020",463.25
Discard: Anna,Discard: Anna,HMRKDE8BDR,Past guest,"Sep 4, 2020","Sep 7, 2020",463.25
Discard: Franz,Discard: Franz,HMHZ3RSDDD,Past guest,"Sep 3, 2020","Sep 6, 2020",537.54
Discard: Heidi,Discard: Heidi,HMA3P2TWPY,Past guest,"Sep 3, 2020","Sep 6, 2020",463.25
Discard: Elsa,Discard: Elsa,HM5X4CS8BF,Past guest,"Sep 2, 2020","Sep 5, 2020",517.75
Discard: Anna,Discard: Anna,HMSDD85F4Q,Past guest,"Aug 28, 2020","Aug 30, 2020",348.80
Discard: Heidi,Discard: Heidi,HMDNDRX5BZ,Past guest,"Aug 27, 2020","Aug 30, 2020",495.95
Discard: Elsa,Discard: Elsa,HM2KXXNWC9,Past guest,"Aug 26, 2020","Aug 30, 2020",599.50
Discard: Hansel,Discard: Hansel,HMT9MKET28,Past guest,"Aug 21, 2020","Aug 23, 2020",327.00
Discard: Anna,Discard: Anna,HM9DMECBMA,Past guest,"Aug 21, 2020","Aug 23, 2020",327.00
Discard: Elsa,Discard: Elsa,HM38MDRZXT,Past guest,"Aug 10, 2020","Aug 13, 2020",430.55
Discard: Heidi,Discard: Heidi,HMNSR35TAH,Past guest,"Aug 9, 2020","Aug 11, 2020",327.00
Discard: Hansel,Discard: Hansel,HMFAXPWTHW,Past guest,"Aug 7, 2020","Aug 9, 2020",305.20
Discard: Heidi,Discard: Heidi,HMBC82K8FT,Past guest,"Aug 7, 2020","Aug 9, 2020",305.20
Discard: Anna,Discard: Anna,HMQDDF2Q9T,Past guest,"Aug 2, 2020","Aug 9, 2020",844.20
Discard: Elsa,Discard: Elsa,HMNFPQAQ3H,Past guest,"Aug 7, 2020","Aug 9, 2020",305.20
Discard: Heidi,Discard: Heidi,HMBH52NHMZ,Past guest,"Aug 5, 2020","Aug 7, 2020",327.00
Discard: Elsa,Discard: Elsa,HMFNWXR25P,Past guest,"Aug 4, 2020","Aug 7, 2020",430.55
Discard: Heidi,Discard: Heidi,HMZRHATRJW,Past guest,"Aug 3, 2020","Aug 5, 2020",305.20
Discard: Hansel,Discard: Hansel,HMBPN35MBT,Past guest,"Jul 31, 2020","Aug 3, 2020",430.55
Discard: Heidi,Discard: Heidi,HM3JHNESMB,Past guest,"Aug 1, 2020","Aug 3, 2020",305.20
Discard: Anna,Discard: Anna,HMA9CWM4M3,Past guest,"Jul 31, 2020","Aug 2, 2020",305.20
Discard: Heidi,Discard: Heidi,HMQ2XKWZSY,Past guest,"Jul 29, 2020","Aug 1, 2020",430.55
Discard: Anna,Discard: Anna,HMP9K2QTAE,Past guest,"Jul 25, 2020","Jul 27, 2020",305.20
Discard: Heidi,Discard: Heidi,HM4WYKRKYX,Past guest,"Jul 23, 2020","Jul 26, 2020",430.55
Discard: Hansel,Discard: Hansel,HMHF8H83CQ,Past guest,"Jul 22, 2020","Jul 26, 2020",555.90
Discard: Anna,Discard: Anna,HMZEYESFJ9,Past guest,"Jul 22, 2020","Jul 25, 2020",430.55
Discard: Heidi,Discard: Heidi,HMJSA89JFM,Past guest,"Jul 20, 2020","Jul 22, 2020",305.20
Discard: Anna,Discard: Anna,HMABA2F2Y2,Past guest,"Jul 17, 2020","Jul 21, 2020",555.90
Discard: Hansel,Discard: Hansel,HM358EWR4D,Past guest,"Jul 15, 2020","Jul 19, 2020",555.90
Discard: Elsa,Discard: Elsa,HM9CW9TJ8F,Past guest,"Jul 17, 2020","Jul 19, 2020",305.20
Discard: Elsa,Discard: Elsa,HMXTH4S5PF,Past guest,"Jul 13, 2020","Jul 15, 2020",305.20
Discard: Elsa,Discard: Elsa,HMHFWZWYJR,Past guest,"Jul 10, 2020","Jul 13, 2020",430.55
Discard: Anna,Discard: Anna,HMJ3RXB85S,Past guest,"Jul 8, 2020","Jul 12, 2020",555.90
Discard: Heidi,Discard: Heidi,HMMPSWSY2Z,Past guest,"Jul 4, 2020","Jul 11, 2020",964.65
Discard: Hansel,Discard: Hansel,HMNEMTJ4ZE,Past guest,"Jul 8, 2020","Jul 10, 2020",305.20
Discard: Anna,Discard: Anna,HMEZCSNTSW,Past guest,"Jul 3, 2020","Jul 6, 2020",463.25
Discard: Elsa,Discard: Elsa,HMPXDPDHZF,Past guest,"Jul 3, 2020","Jul 6, 2020",463.25
Discard: Hansel,Discard: Hansel,HMY4PB4KPQ,Past guest,"Jul 2, 2020","Jul 5, 2020",463.25
Discard: Heidi,Discard: Heidi,HMZPRAY5XB,Past guest,"Jun 27, 2020","Jul 4, 2020",953.75
Discard: Elsa,Discard: Elsa,HMWMWCFF9H,Past guest,"Jun 30, 2020","Jul 3, 2020",441.45
Discard: Elsa,Discard: Elsa,HMAPYJXFDJ,Past guest,"Jun 26, 2020","Jun 30, 2020",555.90
Discard: Hansel,Discard: Hansel,HM3YCR5TAY,Past guest,"Jun 25, 2020","Jun 27, 2020",305.20
Discard: Elsa,Discard: Elsa,HMPSWZK9X9,Past guest,"Jun 24, 2020","Jun 26, 2020",305.20
Discard: Hansel,Discard: Hansel,HM3JSSZEDD,Past guest,"Jun 18, 2020","Jun 21, 2020",430.55
Discard: Hansel,Discard: Hansel,HMBS48FACW,Past guest,"Jun 11, 2020","Jun 14, 2020",430.55
Discard: Hansel,Discard: Hansel,HMPDJMBZ9Y,Past guest,"Jun 4, 2020","Jun 7, 2020",430.55
Discard: Heidi,Discard: Heidi,HMHQ9KDHAE,Past guest,"Jun 5, 2020","Jun 7, 2020",305.20
Discard: Elsa,Discard: Elsa,HMWX5C4NAF,Past guest,"Jun 5, 2020","Jun 7, 2020",305.20
Discard: Hansel,Discard: Hansel,HMREEMMHR2,Past guest,"May 29, 2020","May 31, 2020",305.20
Discard: Elsa,Discard: Elsa,HMMNSTK9RH,Past guest,"May 29, 2020","May 31, 2020",305.20
Discard: Heidi,Discard: Heidi,HMWQBMTPX9,Past guest,"May 29, 2020","May 31, 2020",305.20
Discard: Heidi,Discard: Heidi,HM5BKMTPZ5,Past guest,"May 23, 2020","May 26, 2020",463.25
Discard: Hansel,Discard: Hansel,HMEM2N4M5Z,Past guest,"May 16, 2020","May 24, 2020",986.45
Discard: Heidi,Discard: Heidi,HMJYHKB8HN,Past guest,"May 15, 2020","May 17, 2020",305.20
Discard: Elsa,Discard: Elsa,HMWWJXMJYF,Past guest,"May 2, 2020","May 4, 2020",305.20
Discard: Elsa,Discard: Elsa,HM3NFQH8DF,Past guest,"Apr 25, 2020","Apr 30, 2020",681.25
Discard: Elsa,Discard: Elsa,HMYKZD5JPC,Past guest,"Mar 19, 2020","Mar 22, 2020",383.15
Discard: Elsa,Discard: Elsa,HMBPAE4AT4,Past guest,"Mar 13, 2020","Mar 15, 2020",271.60
Discard: Elsa,Discard: Elsa,HM3D4HZNSB,Past guest,"Mar 11, 2020","Mar 13, 2020",271.60
Discard: Elsa,Discard: Elsa,HMWJMZMDPP,Past guest,"Mar 6, 2020","Mar 8, 2020",271.60
Discard: Elsa,Discard: Elsa,HMFMM8W8TZ,Past guest,"Feb 28, 2020","Mar 1, 2020",271.60
Discard: Elsa,Discard: Elsa,HMWASNBMJW,Past guest,"Feb 21, 2020","Feb 23, 2020",271.60
Discard: Anna,Discard: Anna,HMMBH5NWWF,Past guest,"Feb 14, 2020","Feb 16, 2020",271.60
Discard: Heidi,Discard: Heidi,HMSSDMRMXM,Past guest,"Feb 14, 2020","Feb 16, 2020",271.60
Discard: Elsa,Discard: Elsa,HMKJPX3QWS,Past guest,"Jan 31, 2020","Feb 2, 2020",271.60
Discard: Elsa,Discard: Elsa,HMYYSBN9J3,Past guest,"Jan 22, 2020","Jan 24, 2020",271.60
Discard: Anna,Discard: Anna,HMZB2JYNSX,Past guest,"Jan 17, 2020","Jan 20, 2020",383.15
Discard: Elsa,Discard: Elsa,HMY33C9F8W,Past guest,"Jan 17, 2020","Jan 19, 2020",271.60
Discard: Anna,Discard: Anna,HMWW2BDNNA,Past guest,"Jan 10, 2020","Jan 12, 2020",271.60
Discard: Anna,Discard: Anna,HMAC23B9PX,Past guest,"Jan 3, 2020","Jan 5, 2020",271.60
Discard: Elsa,Discard: Elsa,HMAEC9B9W4,Past guest,"Jan 3, 2020","Jan 5, 2020",271.60
Discard: Heidi,Discard: Heidi,HM5BT2S5M2,Past guest,"Dec 31, 2019","Jan 4, 2020",533.50
Discard: Anna,Discard: Anna,HMFKDKWQMM,Past guest,"Dec 31, 2019","Jan 3, 2020",421.95
Discard: Heidi,Discard: Heidi,HMAFAX9QCA,Past guest,"Dec 25, 2019","Dec 28, 2019",441.35
Discard: Anna,Discard: Anna,HMAN2YDJQA,Past guest,"Dec 24, 2019","Dec 27, 2019",441.35
Discard: Elsa,Discard: Elsa,HMQ39KF92R,Past guest,"Dec 19, 2019","Dec 22, 2019",421.95
Discard: Heidi,Discard: Heidi,HMMRQADHJR,Past guest,"Dec 13, 2019","Dec 15, 2019",271.60
Discard: Heidi,Discard: Heidi,HMAH5SWJDB,Past guest,"Dec 6, 2019","Dec 8, 2019",271.60
Discard: Anna,Discard: Anna,HMAHQTHPC3,Past guest,"Dec 6, 2019","Dec 8, 2019",271.60
Discard: Elsa,Discard: Elsa,HMAC4SNDEA,Past guest,"Dec 6, 2019","Dec 8, 2019",271.60
Discard: Heidi,Discard: Heidi,HMAMEBFHZZ,Past guest,"Nov 28, 2019","Dec 1, 2019",441.35
Discard: Anna,Discard: Anna,HMAPXSJDPW,Past guest,"Nov 27, 2019","Nov 30, 2019",441.35
Discard: Elsa,Discard: Elsa,HMAAR3QMZT,Past guest,"Nov 15, 2019","Nov 17, 2019",271.60
Discard: Anna,Discard: Anna,HMAKRSC5F2,Past guest,"Nov 15, 2019","Nov 17, 2019",271.60
Discard: Heidi,Discard: Heidi,HMAA2Y4BWZ,Past guest,"Nov 14, 2019","Nov 16, 2019",271.60
Discard: Heidi,Discard: Heidi,HMAHCJR4QW,Past guest,"Nov 9, 2019","Nov 11, 2019",271.60
Discard: Anna,Discard: Anna,HMAHFZXCWW,Past guest,"Nov 8, 2019","Nov 10, 2019",271.60
Discard: Elsa,Discard: Elsa,HMAQ8EE4RJ,Past guest,"Nov 1, 2019","Nov 3, 2019",271.60
Discard: Elsa,Discard: Elsa,HMAAHTPB3Y,Past guest,"Oct 18, 2019","Oct 21, 2019",455.90
Discard: Anna,Discard: Anna,HMRB8JZH3C,Past guest,"Oct 11, 2019","Oct 14, 2019",455.90
Discard: Heidi,Discard: Heidi,HMABSNQK4T,Past guest,"Oct 10, 2019","Oct 13, 2019",455.90
Discard: Elsa,Discard: Elsa,HMAHHHCHCJ,Past guest,"Sep 27, 2019","Sep 29, 2019",271.60
Discard: Anna,Discard: Anna,HMAB29ZR23,Past guest,"Sep 26, 2019","Sep 28, 2019",271.60
Discard: Anna,Discard: Anna,HMARHE3H2K,Past guest,"Sep 20, 2019","Sep 22, 2019",271.60
Discard: Elsa,Discard: Elsa,HMAJPJWNW2,Past guest,"Sep 7, 2019","Sep 9, 2019",271.60
Discard: Elsa,Discard: Elsa,HMAD5N2PT4,Past guest,"Aug 30, 2019","Sep 2, 2019",441.35
Discard: Heidi,Discard: Heidi,HMAP3XQ5WZ,Past guest,"Aug 30, 2019","Sep 1, 2019",310.40
Discard: Anna,Discard: Anna,HMAERXXBWT,Past guest,"Aug 17, 2019","Aug 21, 2019",494.70
Discard: Elsa,Discard: Elsa,HMAQ3AWWX3,Past guest,"Aug 9, 2019","Aug 11, 2019",271.60
Discard: Anna,Discard: Anna,HMAMT99EYS,Past guest,"Aug 2, 2019","Aug 5, 2019",383.15
Discard: Elsa,Discard: Elsa,HMAME5MHYY,Past guest,"Aug 2, 2019","Aug 4, 2019",271.60
Discard: Heidi,Discard: Heidi,HMADBRYFAW,Past guest,"Jul 26, 2019","Jul 28, 2019",271.60
Discard: Anna,Discard: Anna,HMARZ5YAPH,Past guest,"Jul 26, 2019","Jul 28, 2019",271.60
Discard: Heidi,Discard: Heidi,HMAQKQWAN2,Past guest,"Jul 19, 2019","Jul 21, 2019",271.60
Discard: Anna,Discard: Anna,HMAMMQWKYM,Past guest,"Jul 19, 2019","Jul 21, 2019",271.60
Discard: Elsa,Discard: Elsa,HMAQKQ53CF,Past guest,"Jul 12, 2019","Jul 14, 2019",271.60
Discard: Heidi,Discard: Heidi,HMARESXKJH,Past guest,"Jun 28, 2019","Jun 30, 2019",271.60
Discard: Heidi,Discard: Heidi,HMADS9P5ZE,Past guest,"Jun 21, 2019","Jun 23, 2019",271.60
Discard: Heidi,Discard: Heidi,HMAJ4QTYCC,Past guest,"Jun 7, 2019","Jun 9, 2019",271.60
Discard: Elsa,Discard: Elsa,HMAAMJ4PH4,Past guest,"May 24, 2019","May 27, 2019",441.35
Discard: Anna,Discard: Anna,HMACZQAXBW,Past guest,"Apr 24, 2019","Apr 27, 2019",383.15
Discard: Elsa,Discard: Elsa,HMJPT3WZKQ,Past guest,"Apr 12, 2019","Apr 14, 2019",271.60
Discard: Anna,Discard: Anna,HMAMDD29CA,Past guest,"Apr 5, 2019","Apr 8, 2019",383.15
Discard: Heidi,Discard: Heidi,HMJCF4YNRP,Past guest,"Mar 21, 2019","Mar 24, 2019",383.15
Discard: Anna,Discard: Anna,HMABSTHSRX,Past guest,"Mar 16, 2019","Mar 18, 2019",271.60
Discard: Elsa,Discard: Elsa,HMMNZ3JY3A,Past guest,"Mar 8, 2019","Mar 10, 2019",271.60
Discard: Heidi,Discard: Heidi,HMMBEJM25Y,Past guest,"Mar 1, 2019","Mar 3, 2019",271.60
Discard: Anna,Discard: Anna,HMX8M5Y3S4,Past guest,"Feb 22, 2019","Feb 24, 2019",194.00
Discard: Anna,Discard: Anna,HMJMYY9R3C,Past guest,"Jan 18, 2019","Jan 20, 2019",271.60
Discard: Elsa,Discard: Elsa,HMZANYXM4P,Past guest,"Jan 11, 2019","Jan 13, 2019",271.60
Discard: Elsa,Discard: Elsa,HM4PDAHHN5,Past guest,"Jan 1, 2019","Jan 7, 2019",737.20
Discard: Elsa,Discard: Elsa,HMTAJERAHR,Past guest,"Dec 21, 2018","Dec 24, 2018",441.35
Discard: Elsa,Discard: Elsa,HM423BJFKP,Past guest,"Dec 14, 2018","Dec 16, 2018",261.90
Discard: Elsa,Discard: Elsa,HMTDMR3K2E,Past guest,"Dec 8, 2018","Dec 10, 2018",261.90
Discard: Heidi,Discard: Heidi,HMWAW4XNK4,Past guest,"Dec 7, 2018","Dec 9, 2018",261.90
Discard: Anna,Discard: Anna,HM3X5NAB5Q,Past guest,"Dec 7, 2018","Dec 9, 2018",261.90
Discard: Elsa,Discard: Elsa,HMBXBATS8D,Past guest,"Nov 30, 2018","Dec 2, 2018",261.90
Discard: Anna,Discard: Anna,HMWCBYXJFN,Past guest,"Nov 22, 2018","Nov 25, 2018",441.35
Discard: Heidi,Discard: Heidi,HMW4RDKW8S,Past guest,"Nov 22, 2018","Nov 24, 2018",310.40
Discard: Elsa,Discard: Elsa,HMA2BKCBZT,Past guest,"Nov 17, 2018","Nov 20, 2018",417.10
Discard: Heidi,Discard: Heidi,HMAMBSAC3D,Past guest,"Nov 16, 2018","Nov 18, 2018",261.90
Discard: Anna,Discard: Anna,HMNXKFT8DS,Past guest,"Nov 16, 2018","Nov 18, 2018",261.90
Discard: Heidi,Discard: Heidi,HMR2K293DW,Past guest,"Nov 11, 2018","Nov 14, 2018",368.60
Discard: Heidi,Discard: Heidi,HM2RHM3BTN,Past guest,"Nov 9, 2018","Nov 11, 2018",261.90
Discard: Anna,Discard: Anna,HMHEA43CXQ,Past guest,"Nov 9, 2018","Nov 11, 2018",261.90
Discard: Elsa,Discard: Elsa,HMBAHSZRTY,Past guest,"Nov 9, 2018","Nov 11, 2018",261.90
Discard: Elsa,Discard: Elsa,HMTT4M55DW,Past guest,"Nov 4, 2018","Nov 6, 2018",261.90
Discard: Elsa,Discard: Elsa,HM3THTT3RN,Past guest,"Nov 2, 2018","Nov 4, 2018",261.90
Discard: Elsa,Discard: Elsa,HMNWRNZA8E,Past guest,"Oct 24, 2018","Oct 28, 2018",572.30
Discard: Anna,Discard: Anna,HM5PFDM4M5,Past guest,"Oct 12, 2018","Oct 19, 2018",873.48
Discard: Elsa,Discard: Elsa,HMKZ3P4CXJ,Past guest,"Sep 21, 2018","Sep 23, 2018",261.90
Discard: Anna,Discard: Anna,HMBCT3B4WN,Past guest,"Sep 12, 2018","Sep 17, 2018",582.00
Discard: Heidi,Discard: Heidi,HMS3BDYF43,Trip change requested,"Sep 11, 2018","Sep 16, 2018",582.00
Discard: Heidi,Discard: Heidi,HM3ATR4C3K,Past guest,"Aug 31, 2018","Sep 3, 2018",368.60
Discard: Elsa,Discard: Elsa,HMNXHZ8N4N,Past guest,"Aug 17, 2018","Aug 19, 2018",261.90
Discard: Anna,Discard: Anna,HMJ3XE4WK5,Past guest,"Aug 10, 2018","Aug 12, 2018",261.90
Discard: Elsa,Discard: Elsa,HMQJA5Q4QW,Past guest,"Jul 20, 2018","Jul 22, 2018",261.90
Discard: Elsa,Discard: Elsa,HMMB9B4J28,Past guest,"Jul 13, 2018","Jul 16, 2018",368.60
Discard: Anna,Discard: Anna,HMD8T2AJQZ,Past guest,"Jul 3, 2018","Jul 7, 2018",475.30
Discard: Anna,Discard: Anna,HM49D2ME2J,Past guest,"Jul 1, 2018","Jul 3, 2018",261.90
Discard: Elsa,Discard: Elsa,HM9AZBRT9M,Past guest,"Jun 29, 2018","Jul 1, 2018",261.90
Discard: Elsa,Discard: Elsa,HMQD4NRQDE,Past guest,"Jun 22, 2018","Jun 24, 2018",261.90
Discard: Elsa,Discard: Elsa,HMD3NFTQ5F,Past guest,"Jun 15, 2018","Jun 17, 2018",261.90
Discard: Elsa,Discard: Elsa,HMAXD2QZYR,Past guest,"May 31, 2018","Jun 2, 2018",261.90
Discard: Anna,Discard: Anna,HMF4JMPKA5,Past guest,"May 25, 2018","May 28, 2018",441.35
Discard: Elsa,Discard: Elsa,HMN85FDY59,Past guest,"May 18, 2018","May 20, 2018",261.90
Discard: Heidi,Discard: Heidi,HMAB5JJ5CZ,Past guest,"Apr 5, 2018","Apr 7, 2018",261.90
Discard: Heidi,Discard: Heidi,HMT42NFMQJ,Past guest,"Mar 30, 2018","Apr 1, 2018",261.90
Discard: Elsa,Discard: Elsa,HMQRPQC83H,Past guest,"Mar 16, 2018","Mar 18, 2018",261.90
Discard: Elsa,Discard: Elsa,HMBBZKZ5WZ,Past guest,"Mar 14, 2018","Mar 16, 2018",261.90
Discard: Elsa,Discard: Elsa,HMA9RK5Y38,Past guest,"Mar 1, 2018","Mar 4, 2018",368.60
Discard: Elsa,Discard: Elsa,HMHMPN38J2,Past guest,"Jan 19, 2018","Jan 21, 2018",261.90
Discard: Anna,Discard: Anna,HMMER3KB48,Past guest,"Dec 27, 2017","Dec 30, 2017",441.35
Discard: Elsa,Discard: Elsa,HMXYMJY58H,Past guest,"Dec 25, 2017","Dec 28, 2017",441.35
Discard: Elsa,Discard: Elsa,HMCZMBJPKQ,Past guest,"Dec 15, 2017","Dec 17, 2017",261.90
Discard: Anna,Discard: Anna,HMWY32QSB3,Past guest,"Dec 8, 2017","Dec 10, 2017",261.90
Discard: Anna,Discard: Anna,HMT2X88NRD,Past guest,"Nov 20, 2017","Nov 24, 2017",572.30
Discard: Anna,Discard: Anna,HM9PQWFNZB,Past guest,"Nov 17, 2017","Nov 19, 2017",261.90
Discard: Elsa,Discard: Elsa,HMX5EPCDTN,Past guest,"Nov 1, 2017","Nov 3, 2017",261.90
Discard: Anna,Discard: Anna,HM44DYYNQZ,Past guest,"Oct 5, 2017","Oct 9, 2017",587.82
Discard: Anna,Discard: Anna,HMZ4ZSB95J,Past guest,"Aug 19, 2017","Aug 22, 2017",369.00
Discard: Elsa,Discard: Elsa,HM28YPTRAZ,Past guest,"Aug 7, 2017","Aug 9, 2017",262.00
Discard: Anna,Discard: Anna,HMDS3Z23QT,Past guest,"Jul 21, 2017","Jul 23, 2017",262.00
Discard: Elsa,Discard: Elsa,HMDY8KX3KY,Past guest,"Jul 7, 2017","Jul 9, 2017",262.00
Discard: Anna,Discard: Anna,HMZFWX3KBX,Trip change sent,"Jul 5, 2017","Jul 8, 2017",369.00
Discard: Anna,Discard: Anna,HMFCSKDTPW,Past guest,"Jul 1, 2017","Jul 3, 2017",262.00
Discard: Anna,Discard: Anna,HMJJYEMD28,Past guest,"Jun 23, 2017","Jun 26, 2017",369.00
Discard: Anna,Discard: Anna,HMEBAZ42TM,Past guest,"Jun 9, 2017","Jun 11, 2017",262.00
Discard: Anna,Discard: Anna,HMR2K3N9TY,Past guest,"May 26, 2017","May 29, 2017",369.00
Discard: Anna,Discard: Anna,HMMCKTRKEA,Past guest,"May 19, 2017","May 21, 2017",262.00
Discard: Anna,Discard: Anna,HMXWPANNF2,Past guest,"Mar 31, 2017","Apr 3, 2017",369.00
Discard: Anna,Discard: Anna,HMQHP34CY9,Past guest,"Mar 21, 2017","Mar 24, 2017",369.00
Discard: Anna,Discard: Anna,HMXXAR3RDF,Past guest,"Mar 14, 2017","Mar 16, 2017",262.00
